,DataType,CollectionTime,Skewness,FeatureEngineering,Classifier,CurbStrat,AgeStrat,AUC,Recall,Precision,Accuracy,Brier,F1_score
0,Static,Pnt,Unbal,NoF,RF,,<65,0.6813542061039355,0.0392156862745098,0.4444444444444444,0.878010264508488,0.10107244374259769,0.07207207207207207
0,Static,Pnt,Unbal,XGB,LR,,,0.722401934737547,0.18775720164609053,0.5812101910828026,0.7665990876837303,0.16618856416719857,0.2838258164852255
0,Static,Pnt,Unbal,XGB,LR,,>65,0.6762364811276395,0.1813186813186813,0.5869565217391305,0.7107669341295018,0.19848827174732075,0.27705223880597013
0,Static,Pnt,Unbal,XGB,LR,,<65,0.7139062779729465,0.16013071895424835,0.48514851485148514,0.878010264508488,0.10070901301812116,0.24078624078624078
0,Static,Pnt,Unbal,RFT,LR,,,0.7229816330004067,0.1646090534979424,0.6015037593984962,0.7673593512417638,0.16619074500917302,0.25848142164781907
0,Static,Pnt,Unbal,RFT,LR,,>65,0.6759272111328011,0.1800976800976801,0.609504132231405,0.7141257697331592,0.19789869328159487,0.2780395852968897
0,Static,Pnt,Unbal,RFT,LR,,<65,0.7086631389571245,0.11764705882352941,0.4675324675324675,0.8772206869324911,0.1013780781072309,0.18798955613577026
0,Static,Pnt,Unbal,STA,LR,,,0.7148131889268032,0.15123456790123457,0.5821782178217821,0.7641915864166244,0.16822312327773178,0.24009799918334016
0,Static,Pnt,Unbal,STA,LR,,>65,0.6608517344878537,0.16422466422466422,0.604494382022472,0.7116999440194066,0.20123608936719475,0.2582813250120019
0,Static,Pnt,Unbal,STA,LR,,<65,0.7242861670936896,0.11437908496732026,0.5147058823529411,0.87998420844848,0.09976208023112162,0.18716577540106952
0,Static,Pnt,Unbal,NoF,LR,,,0.7235933301230694,0.19135802469135801,0.5610859728506787,0.7639381652306133,0.16610214018461522,0.285385500575374
0,Static,Pnt,Unbal,NoF,LR,,>65,0.6787754483266442,0.1984126984126984,0.5952380952380952,0.7137525657771973,0.19729826481980264,0.2976190476190476
0,Static,Pnt,Unbal,NoF,LR,,<65,0.7202089037980108,0.1437908496732026,0.4782608695652174,0.8776154757204896,0.10060025074177656,0.2211055276381909
0,Static,Pnt,Bal,XGB,RF,,,0.7161923397843035,0.5787037037037037,0.4017857142857143,0.6839837810440953,0.19905780561686828,0.474283305227656
0,Static,Pnt,Bal,XGB,RF,,>65,0.6656290945460523,0.5842490842490843,0.42571174377224197,0.6320208994215338,0.2235188613944868,0.49253731343283585
0,Static,Pnt,Bal,XGB,RF,,<65,0.6915125128033552,0.4673202614379085,0.23714759535655058,0.7540465850769839,0.16865928740623767,0.3146314631463146
0,Static,Pnt,Bal,RFT,RF,,,0.7150531803753242,0.5792181069958847,0.3980205019441499,0.6805625950329448,0.19914282176104994,0.4718206578671695
0,Static,Pnt,Bal,RFT,RF,,>65,0.6659568222992033,0.5934065934065934,0.4295183384887318,0.6348199290912484,0.22558314984138828,0.4983337605742118
0,Static,Pnt,Bal,RFT,RF,,<65,0.6798831042670024,0.43790849673202614,0.22984562607204118,0.7548361626529807,0.17203748921136347,0.3014623172103487
0,Static,Pnt,Bal,STA,RF,,,0.7080326305345919,0.5864197530864198,0.39776692254012563,0.6794221996958946,0.2003921694190901,0.4740124740124741
0,Static,Pnt,Bal,STA,RF,,>65,0.6492781457844613,0.5628815628815629,0.41475483580746736,0.6236238104123903,0.22809236064712338,0.4775964775964776
0,Static,Pnt,Bal,STA,RF,,<65,0.6688883606129175,0.49673202614379086,0.20596205962059622,0.7078562968811686,0.19721954601722105,0.29118773946360155
0,Static,Pnt,Bal,NoF,RF,,,0.7156061552660783,0.573559670781893,0.40515988372093026,0.6875316776482514,0.20013811587781988,0.47487223168654175
0,Static,Pnt,Bal,NoF,RF,,>65,0.6641838930874135,0.5818070818070818,0.4231793960923623,0.6297816756857623,0.2251082897715787,0.489974293059126
0,Static,Pnt,Bal,NoF,RF,,<65,0.6919997006436162,0.4411764705882353,0.25328330206378985,0.7753651796288985,0.16410829056454798,0.3218116805721096
0,Static,Pnt,Unbal,XGB,XGB,,,0.722117317852112,0.18364197530864199,0.5823817292006526,0.7664723770907248,0.16931867274647874,0.2792334767305436
0,Static,Pnt,Unbal,XGB,XGB,,>65,0.6777720845847693,0.21062271062271062,0.5798319327731093,0.7120731479753686,0.20048198063930214,0.30900134348410213
0,Static,Pnt,Unbal,XGB,XGB,,<65,0.7142555270873504,0.11764705882352941,0.5294117647058824,0.8807737860244769,0.09917130431139541,0.1925133689839572
0,Static,Pnt,Unbal,RFT,XGB,,,0.7176306885324388,0.17078189300411523,0.5589225589225589,0.7625443487075519,0.17064413252477026,0.2616233254531127
0,Static,Pnt,Unbal,RFT,XGB,,>65,0.6702496046758342,0.1984126984126984,0.5584192439862543,0.7070348945698824,0.20300008990138885,0.2927927927927928
0,Static,Pnt,Unbal,RFT,XGB,,<65,0.6938552699930445,0.1111111111111111,0.4473684210526316,0.8760363205684959,0.10996373924871657,0.17801047120418848
0,Static,Pnt,Unbal,STA,XGB,,,0.7011941282611163,0.09465020576131687,0.6388888888888888,0.7638114546376077,0.17713539268624365,0.16487455197132617
0,Static,Pnt,Unbal,STA,XGB,,>65,0.6498137489134533,0.14102564102564102,0.6260162601626016,0.7116999440194066,0.20602090767895914,0.23019431988041855
0,Static,Pnt,Unbal,STA,XGB,,<65,0.7029166703352498,0.0915032679738562,0.5490196078431373,0.8811685748124753,0.11130684916972566,0.1568627450980392
0,Static,Pnt,Unbal,NoF,XGB,,,0.7248325075897837,0.17232510288065844,0.5464926590538336,0.7608971109984795,0.1682970536660109,0.26202581149784904
0,Static,Pnt,Unbal,NoF,XGB,,>65,0.68210736082276,0.19597069597069597,0.5794223826714802,0.7107669341295018,0.20025861093147093,0.29288321167883213
0,Static,Pnt,Unbal,NoF,XGB,,<65,0.6937364078994867,0.13071895424836602,0.49382716049382713,0.8787998420844848,0.10922546161675792,0.20671834625323
0,Static,Pnt,Bal,XGB,SVM,,,0.7168259172083987,0.543724279835391,0.4141849529780564,0.6981753674607197,0.19006303283283765,0.4701957295373666
0,Static,Pnt,Bal,XGB,SVM,,>65,0.6694489481374727,0.6025641025641025,0.4283854166666667,0.6327673073334578,0.2259980056794432,0.5007610350076104
0,Static,Pnt,Bal,XGB,SVM,,<65,0.7003897502722087,0.5816993464052288,0.2101534828807556,0.6853533359652586,0.20849348509333435,0.30875975715524717
0,Static,Pnt,Bal,RFT,SVM,,,0.7170963508154348,0.6265432098765432,0.3966134809508303,0.6732133806386214,0.20436313771769568,0.4857427716849452
0,Static,Pnt,Bal,RFT,SVM,,>65,0.6645991516322072,0.6001221001221001,0.4181199489578903,0.6225041985445046,0.2290006854064266,0.49285535221860116
0,Static,Pnt,Bal,RFT,SVM,,<65,0.6962647953957813,0.4477124183006536,0.25996204933586337,0.7793130675088827,0.16090364037256924,0.3289315726290516
0,Static,Pnt,Bal,STA,SVM,,,0.7111868532770984,0.6003086419753086,0.39559322033898303,0.6756208819057273,0.20310829277395978,0.47691050265631385
0,Static,Pnt,Bal,STA,SVM,,>65,0.6594185100634979,0.561050061050061,0.4292386735170481,0.6378055607389438,0.22513846895859355,0.4863720560994972
0,Static,Pnt,Bal,STA,SVM,,<65,0.713771274113597,0.46405228758169936,0.2563176895306859,0.7726016581129096,0.1656865919739982,0.3302325581395349
0,Static,Pnt,Bal,NoF,SVM,,,0.7223496122775993,0.6327160493827161,0.40634291377601583,0.6818297009630006,0.2002656021519924,0.4948702474351237
0,Static,Pnt,Bal,NoF,SVM,,>65,0.6710376279040617,0.6098901098901099,0.42857142857142855,0.6322075013995149,0.22553475897473985,0.5034013605442176
0,Static,Pnt,Bal,NoF,SVM,,<65,0.6998159838699737,0.4738562091503268,0.2690166975881262,0.7808922226608764,0.15952182372604143,0.3431952662721893
0,Static,1st,Bal,XGB,LSTM,,,0.7097385156957001,0.6033950617283951,0.38233376792698825,0.6621895590471364,0.20322842618712317,0.46807661612130885
0,Static,1st,Bal,XGB,LSTM,,>65,0.6583679764948241,0.5280830280830281,0.4340190667335675,0.6452696398581825,0.22089215541652,0.476452767832553
0,Static,1st,Bal,XGB,LSTM,,<65,0.6863992416304945,0.46078431372549017,0.22488038277511962,0.742992499013028,0.16295695236033098,0.3022508038585209
0,Static,1st,Bal,RFT,LSTM,,,0.7115973467583252,0.6039094650205762,0.38990368648289603,0.6696654840344652,0.19907473531166983,0.47386478304742685
0,Static,1st,Bal,RFT,LSTM,,>65,0.6620834822259171,0.6013431013431013,0.42530224525043175,0.6297816756857623,0.22439191148914267,0.49822964087000504
0,Static,1st,Bal,RFT,LSTM,,<65,0.692671051357229,0.4934640522875817,0.21757925072046108,0.7244374259771023,0.23893724519606596,0.30200000000000005
0,Static,1st,Bal,STA,LSTM,,,0.7044767788598583,0.573045267489712,0.39115168539325845,0.675114039533705,0.19782305136612002,0.464941569282137
0,Static,1st,Bal,STA,LSTM,,>65,0.6515108782644391,0.557997557997558,0.42178126442085834,0.6310878895316291,0.22197542659381211,0.4804204993429698
0,Static,1st,Bal,STA,LSTM,,<65,0.7054978854286813,0.3954248366013072,0.26419213973799127,0.7939202526648244,0.17376489152677238,0.31675392670157065
0,Static,1st,Bal,NoF,LSTM,,,0.708431232547649,0.5509259259259259,0.3996268656716418,0.6855043081601622,0.1969891635125752,0.4632352941176471
0,Static,1st,Bal,NoF,LSTM,,>65,0.6601002986383261,0.5836385836385837,0.42451154529307283,0.630901287553648,0.22393453349594833,0.4915167095115681
0,Static,1st,Bal,NoF,LSTM,,<65,0.6894221541333192,0.42810457516339867,0.2270363951473137,0.7548361626529807,0.17990256954392894,0.29671574178935445
0,Static,1st,Bal,XGB,RF,,,0.7098403066632349,0.551440329218107,0.39880952380952384,0.6847440446021288,0.19822760223732763,0.46286701208981007
0,Static,1st,Bal,XGB,RF,,>65,0.6563111259429454,0.5274725274725275,0.4309226932668329,0.642657212166449,0.221796125753975,0.4743343398298106
0,Static,1st,Bal,XGB,RF,,<65,0.6863192665181624,0.46405228758169936,0.22903225806451613,0.7465455981050139,0.17437272448129137,0.306695464362851
0,Static,1st,Bal,RFT,RF,,,0.7061769561162448,0.5555555555555556,0.3901734104046243,0.676634566649772,0.1999761648776891,0.45840407470288624
0,Static,1st,Bal,RFT,RF,,>65,0.6537296648825807,0.5293040293040293,0.4319880418535127,0.6434036200783728,0.22163214263188938,0.47572016460905353
0,Static,1st,Bal,RFT,RF,,<65,0.6912527771174328,0.4738562091503268,0.2396694214876033,0.7548361626529807,0.16597327323752614,0.318331503841932
0,Static,1st,Bal,STA,RF,,,0.7001328039165221,0.5385802469135802,0.3971927162367223,0.6849974657881399,0.19932354073392058,0.4572052401746725
0,Static,1st,Bal,STA,RF,,>65,0.6486343391745166,0.5225885225885226,0.43080020130850527,0.6430304161224109,0.2227605336679188,0.4722758620689655
0,Static,1st,Bal,STA,RF,,<65,0.6901984263245786,0.4477124183006536,0.2420494699646643,0.7639163047769444,0.16318748519542042,0.31422018348623854
0,Static,1st,Bal,NoF,RF,,,0.7073029268059811,0.5426954732510288,0.39527913076058446,0.6828433857070451,0.19969076279776987,0.45740299154563197
0,Static,1st,Bal,NoF,RF,,>65,0.656816950555193,0.532967032967033,0.4283611383709519,0.6398581824967344,0.2217608393905335,0.47497279651795427
0,Static,1st,Bal,NoF,RF,,<65,0.6902233726898932,0.49019607843137253,0.23183925811437403,0.7422029214370311,0.17279592385432488,0.3147953830010493
0,Static,1st,Unbal,XGB,LR,,,0.7095552573607756,0.13168724279835392,0.5967365967365967,0.7641915864166244,0.16915372845553667,0.21576064053940158
0,Static,1st,Unbal,XGB,LR,,>65,0.6604233504260378,0.1336996336996337,0.6366279069767442,0.7118865459973875,0.20180057601631055,0.22098890010090816
0,Static,1st,Unbal,XGB,LR,,<65,0.7028858542369201,0.12091503267973856,0.5068493150684932,0.8795894196604817,0.1008584220935073,0.19525065963060687
0,Static,1st,Unbal,RFT,LR,,,0.7104224264614312,0.12448559670781893,0.6487935656836461,0.7677394830207805,0.16883323998898175,0.20889080707811825
0,Static,1st,Unbal,RFT,LR,,>65,0.6605006269075068,0.1336996336996337,0.6822429906542056,0.7161783914909498,0.2008563558651562,0.22358346094946402
0,Static,1st,Unbal,RFT,LR,,<65,0.6914750932553834,0.10784313725490197,0.4647887323943662,0.8772206869324911,0.1021757972552821,0.17506631299734748
0,Static,1st,Unbal,STA,LR,,,0.7069633497167497,0.12808641975308643,0.6287878787878788,0.7665990876837303,0.1700364141465343,0.21282051282051284
0,Static,1st,Unbal,STA,LR,,>65,0.6518476298105429,0.12942612942612944,0.6463414634146342,0.7122597499533495,0.20320848780845432,0.21566632756866738
0,Static,1st,Unbal,STA,LR,,<65,0.7147588566934033,0.10457516339869281,0.5423728813559322,0.8811685748124753,0.1006013498894985,0.17534246575342466
0,Static,1st,Unbal,NoF,LR,,,0.7110763274856714,0.1301440329218107,0.6277915632754343,0.7667257982767359,0.1695447329826675,0.21559437579889223
0,Static,1st,Unbal,NoF,LR,,>65,0.6601546054650058,0.13186813186813187,0.6352941176470588,0.7115133420414257,0.2021684604291011,0.21840242669362994
0,Static,1st,Unbal,NoF,LR,,<65,0.7049343910592227,0.15359477124183007,0.5108695652173914,0.87998420844848,0.10160343927305876,0.23618090452261306
0,Static,1st,Unbal,XGB,RF,,,0.7119172921146507,0.056584362139917695,0.6626506024096386,0.7605169792194627,0.16878592641204038,0.10426540284360189
0,Static,1st,Unbal,XGB,RF,,>65,0.6597075175414332,0.08363858363858363,0.6523809523809524,0.7062884866579586,0.20148330844143766,0.14826839826839827
0,Static,1st,Unbal,XGB,RF,,<65,0.6996545662120559,0.05555555555555555,0.4594594594594595,0.878010264508488,0.10093602820784107,0.09912536443148688
0,Static,1st,Unbal,RFT,RF,,,0.7099291683617414,0.07716049382716049,0.6224066390041494,0.7611505321844906,0.16900148841149298,0.13729977116704806
0,Static,1st,Unbal,RFT,RF,,>65,0.6576387719897528,0.09829059829059829,0.6145038167938931,0.7055420787460347,0.20098508760684175,0.1694736842105263
0,Static,1st,Unbal,RFT,RF,,<65,0.6897479243156625,0.0457516339869281,0.4827586206896552,0.8787998420844848,0.10098589194011819,0.08358208955223881
0,Static,1st,Unbal,STA,RF,,,0.7090271896906247,0.06790123456790123,0.6439024390243903,0.7611505321844906,0.17022863219781503,0.12284783620288506
0,Static,1st,Unbal,STA,RF,,>65,0.652165267322483,0.08669108669108669,0.6761904761904762,0.7081545064377682,0.20338412014931018,0.15367965367965367
0,Static,1st,Unbal,STA,RF,,<65,0.671018339980806,0.049019607843137254,0.45454545454545453,0.878010264508488,0.1026482212672328,0.08849557522123894
0,Static,1st,Unbal,NoF,RF,,,0.7091864056389947,0.06018518518518518,0.6610169491525424,0.7608971109984795,0.16905678865541837,0.11032531824611032
0,Static,1st,Unbal,NoF,RF,,>65,0.6551920935823112,0.08791208791208792,0.6180257510729614,0.7046090688561298,0.20148686322075013,0.15392838054516303
0,Static,1st,Unbal,NoF,RF,,<65,0.6877911020717223,0.049019607843137254,0.46875,0.8784050532964863,0.10108318199763126,0.08875739644970412
0,Static,Pnt,Bal,XGB,GRU,,,0.7259319711159266,0.676440329218107,0.3890532544378698,0.6586416624429803,0.20495588496550865,0.4939894815927874
0,Static,Pnt,Bal,XGB,GRU,,>65,0.6748499343231942,0.6550671550671551,0.41653726708074534,0.6141071095353611,0.22657408441230134,0.5092548647365923
0,Static,Pnt,Bal,XGB,GRU,,<65,0.7013340435710281,0.5359477124183006,0.2243502051983584,0.7200947493091197,0.19753258971144474,0.3162970106075217
0,Static,Pnt,Bal,RFT,GRU,,,0.7177654296772301,0.6445473251028807,0.39046431910252416,0.6645970603142423,0.20431656985571464,0.4863186493304871
0,Static,Pnt,Bal,RFT,GRU,,>65,0.667805551371797,0.6086691086691086,0.42138630600169064,0.6249300242582572,0.22428460316033835,0.498001998001998
0,Static,Pnt,Bal,RFT,GRU,,<65,0.6949763889989464,0.45098039215686275,0.24424778761061947,0.7651006711409396,0.1681634553475382,0.3168771526980482
0,Static,Pnt,Bal,STA,GRU,,,0.710437474573879,0.6116255144032922,0.3878016960208741,0.6664977192093259,0.20632205443144025,0.4746506986027944
0,Static,Pnt,Bal,STA,GRU,,>65,0.65580366064107,0.5695970695970696,0.41540516473731076,0.6234372084344094,0.2256257622545063,0.48043254376931
0,Static,Pnt,Bal,STA,GRU,,<65,0.6969603587580819,0.4477124183006536,0.25045703839122485,0.7714172917489144,0.1617025467554488,0.3212192262602579
0,Static,Pnt,Bal,NoF,GRU,,,0.7212111879775613,0.6229423868312757,0.3975705843729481,0.6746071971616827,0.19893383848388205,0.48537074148296594
0,Static,Pnt,Bal,NoF,GRU,,>65,0.6713390225886866,0.6349206349206349,0.41867954911433175,0.6189587609628662,0.22672075542847686,0.5046094129063562
0,Static,Pnt,Bal,NoF,GRU,,<65,0.695023346863068,0.46078431372549017,0.2650375939849624,0.780497433872878,0.16179542491989532,0.33651551312649164
0,Static,1st,Bal,XGB,LR,,,0.7061339738640232,0.5581275720164609,0.3944020356234097,0.6800557526609224,0.2002505156650688,0.46219382321618746
0,Static,1st,Bal,XGB,LR,,>65,0.6430190789234057,0.6538461538461539,0.3927392739273927,0.5851838029483113,0.2492886312436595,0.49072164948453606
0,Static,1st,Bal,XGB,LR,,<65,0.6904346830784401,0.4542483660130719,0.2421602787456446,0.7623371496249507,0.16279720353949803,0.31590909090909086
0,Static,1st,Bal,RFT,LR,,,0.7061251525567261,0.5612139917695473,0.3890870185449358,0.6748606183476938,0.2023594836489725,0.4595619208087616
0,Static,1st,Bal,RFT,LR,,>65,0.6573372132361651,0.5494505494505495,0.43499275012083133,0.6441500279902967,0.22272495983014506,0.4855678446182898
0,Static,1st,Bal,RFT,LR,,<65,0.6849112643111428,0.43137254901960786,0.25,0.7749703908409001,0.16441353761565464,0.3165467625899281
0,Static,1st,Bal,STA,LR,,,0.7031635283568707,0.5540123456790124,0.39106753812636164,0.6776482513938166,0.20109965850631392,0.45849297573435505
0,Static,1st,Bal,STA,LR,,>65,0.6488958651011862,0.5225885225885226,0.4318869828456105,0.6439634260123157,0.22198854393396675,0.4729281767955801
0,Static,1st,Bal,STA,LR,,<65,0.7084738400673845,0.45098039215686275,0.25842696629213485,0.7773391235688907,0.15924814926397884,0.3285714285714286
0,Static,1st,Bal,NoF,LR,,,0.7066116217091336,0.5411522633744856,0.398635846911709,0.6858844399391789,0.19783395381387534,0.4590879336679031
0,Static,1st,Bal,NoF,LR,,>65,0.64442859538264,0.6471306471306472,0.3875685557586837,0.5795857436088823,0.24953572639849145,0.4847930482506288
0,Static,1st,Bal,NoF,LR,,<65,0.6908661084550569,0.5980392156862745,0.1932418162618796,0.6498223450454007,0.23729893183919287,0.29209896249002393
0,Static,1st,Unbal,XGB,XGB,,,0.7099019260892065,0.14248971193415638,0.5452755905511811,0.7595032944754182,0.17225028499667674,0.22593800978792822
0,Static,1st,Unbal,XGB,XGB,,>65,0.6599815127092741,0.163003663003663,0.5585774058577406,0.7047956708341109,0.2046866349868127,0.2523629489603025
0,Static,1st,Unbal,XGB,XGB,,<65,0.6910730165438426,0.0784313725490196,0.631578947368421,0.8831425187524674,0.11208337708483805,0.13953488372093023
0,Static,1st,Unbal,RFT,XGB,,,0.7077942390290612,0.15689300411522633,0.5616942909760589,0.7621642169285352,0.17185582870687258,0.24527543224768797
0,Static,1st,Unbal,RFT,XGB,,>65,0.6539349151550173,0.15445665445665446,0.5647321428571429,0.7051688747900727,0.20603469267092261,0.2425695110258869
0,Static,1st,Unbal,RFT,XGB,,<65,0.6903473707998392,0.06209150326797386,0.59375,0.8815633636004737,0.11346970969573421,0.11242603550295859
0,Static,1st,Unbal,STA,XGB,,,0.7065438187197135,0.1507201646090535,0.5376146788990825,0.7588697415103902,0.17254312292479107,0.23543591803937325
0,Static,1st,Unbal,STA,XGB,,>65,0.6511476295808465,0.16056166056166057,0.5356415478615071,0.7008770292965105,0.20753183250191726,0.24706434945984035
0,Static,1st,Unbal,STA,XGB,,<65,0.6924069133715454,0.09803921568627451,0.4918032786885246,0.8787998420844848,0.10309362895943751,0.16348773841961853
