,DataType,CollectionTime,Skewness,FeatureEngineering,Classifier,CurbStrat,AgeStrat,AUC,Recall,Precision,Accuracy,Brier,F1_score
0,Static,1st,Unbal,NoF,XGB,,,0.7140092824368117,0.15020576131687244,0.5793650793650794,0.7638114546376077,0.1719670838747721,0.238562091503268
0,Static,1st,Unbal,NoF,XGB,,>65,0.6620149013994754,0.16117216117216118,0.5714285714285714,0.7066616906139205,0.2059598986850281,0.25142857142857145
0,Static,1st,Unbal,NoF,XGB,,<65,0.6921779937839527,0.08496732026143791,0.6190476190476191,0.8831425187524674,0.11247675421774518,0.14942528735632182
0,Static,1st,Bal,XGB,SVM,,,0.7087777715509727,0.5967078189300411,0.3956343792633015,0.6761277242777496,0.20167019833828864,0.47579983593109104
0,Static,1st,Bal,XGB,SVM,,>65,0.6510897132369855,0.5879120879120879,0.4111870196413322,0.6167195372270946,0.231554519780506,0.48391959798994977
0,Static,1st,Bal,XGB,SVM,,<65,0.6717271102423906,0.4869281045751634,0.22008862629246675,0.7295696802210817,0.17993533895147887,0.3031536113936928
0,Static,1st,Bal,RFT,SVM,,,0.7069593714801254,0.6003086419753086,0.39385757678029026,0.6739736441966548,0.20330169779068683,0.47564703484817616
0,Static,1st,Bal,RFT,SVM,,>65,0.6578504209517377,0.5470085470085471,0.42994241842610365,0.6398581824967344,0.2230844408601172,0.4814615797958087
0,Static,1st,Bal,RFT,SVM,,<65,0.6711790239220969,0.4117647058823529,0.2413793103448276,0.7726016581129096,0.16671055681805513,0.3043478260869565
0,Static,1st,Bal,STA,SVM,,,0.7025513988171838,0.5612139917695473,0.38894830659536545,0.6747339077546883,0.20068134882755181,0.4594651505580123
0,Static,1st,Bal,STA,SVM,,>65,0.6496304018475478,0.5262515262515263,0.4284294234592445,0.6406045904086584,0.2220934481346095,0.4723287671232877
0,Static,1st,Bal,STA,SVM,,<65,0.7081260583862342,0.4411764705882353,0.2631578947368421,0.783260955388867,0.16272422756763302,0.3296703296703297
0,Static,1st,Bal,NoF,SVM,,,0.7116442640054685,0.5781893004115226,0.402002861230329,0.6842372022301064,0.1974798044861793,0.47426160337552736
0,Static,1st,Bal,NoF,SVM,,>65,0.649819573361632,0.6477411477411478,0.39574785527788137,0.5900354543758164,0.24204998188819296,0.49131743459134053
0,Static,1st,Bal,NoF,SVM,,<65,0.6946520862498569,0.47058823529411764,0.22820919175911253,0.7437820765890248,0.17293962334788393,0.30736392742796154
0,Static,Pnt,Unbal,XGB,GRU,,,0.7206852391508299,0.1522633744855967,0.588469184890656,0.7649518499746579,0.16696729576309172,0.24192889252145483
0,Static,Pnt,Unbal,XGB,GRU,,>65,0.6750291796650302,0.21794871794871795,0.5639810426540285,0.709460720283635,0.2004404910463347,0.3143989431968296
0,Static,Pnt,Unbal,XGB,GRU,,<65,0.6859502070548321,0.10784313725490197,0.42857142857142855,0.8748519542045006,0.10215749343512794,0.17232375979112274
0,Static,Pnt,Unbal,RFT,GRU,,,0.7199135477291533,0.17592592592592593,0.5958188153310104,0.7676127724277749,0.16746206629448904,0.27164416203335984
0,Static,Pnt,Unbal,RFT,GRU,,>65,0.6705924267735608,0.14407814407814407,0.612987012987013,0.7105803321515208,0.20047710515026523,0.2333168561542264
0,Static,Pnt,Unbal,RFT,GRU,,<65,0.7027640572768548,0.0032679738562091504,0.3333333333333333,0.8787998420844848,0.10029725225477185,0.006472491909385114
0,Static,Pnt,Unbal,STA,GRU,,,0.716786783467694,0.07921810699588477,0.6936936936936937,0.7645717181956412,0.16818373386885163,0.14219759926131118
0,Static,Pnt,Unbal,STA,GRU,,>65,0.6627170345256881,0.12637362637362637,0.646875,0.7118865459973875,0.20080091535517453,0.2114402451481103
0,Static,Pnt,Unbal,STA,GRU,,<65,0.7131666916130319,0.08169934640522876,0.5681818181818182,0.8815633636004737,0.10131199727126217,0.14285714285714285
0,Static,Pnt,Unbal,NoF,GRU,,,0.72634808601847,0.19598765432098766,0.5602941176470588,0.7640648758236188,0.1677548933012456,0.29039634146341464
0,Static,Pnt,Unbal,NoF,GRU,,>65,0.6705414013261366,0.21001221001221002,0.5593495934959349,0.7079679044597873,0.19861504033019398,0.30537061695517087
0,Static,Pnt,Unbal,NoF,GRU,,<65,0.7118093158532685,0.0718954248366013,0.5,0.8791946308724832,0.09958980387792243,0.12571428571428572
0,Static,1st,Bal,XGB,XGB,,,0.7100490776025971,0.5725308641975309,0.39764201500535906,0.6810694374049671,0.2027211335363678,0.46932321315623027
0,Static,1st,Bal,XGB,XGB,,>65,0.6536954565038413,0.5647130647130647,0.4142409314823108,0.6228774025004665,0.23087876669427201,0.4779126840609661
0,Static,1st,Bal,XGB,XGB,,<65,0.6933269940216769,0.3954248366013072,0.236328125,0.7726016581129096,0.19626313039801377,0.2958435207823961
0,Static,1st,Bal,RFT,XGB,,,0.7025083300815573,0.5725308641975309,0.3917634635691658,0.6757475924987328,0.2057218433949867,0.4652037617554859
0,Static,1st,Bal,RFT,XGB,,>65,0.6463373736956107,0.5641025641025641,0.4108492663405958,0.6195185668968091,0.23294523727574196,0.47543092359145867
0,Static,1st,Bal,RFT,XGB,,<65,0.6891770927799349,0.38562091503267976,0.2443064182194617,0.7816818002368733,0.20011440683864642,0.2991128010139417
0,Static,1st,Bal,STA,XGB,,,0.6992799910610752,0.559156378600823,0.3905856988860941,0.6765078560567663,0.20530747856298395,0.4599111487201184
0,Static,1st,Bal,STA,XGB,,>65,0.6460869224239285,0.5555555555555556,0.4189686924493554,0.6286620638178765,0.2305200763193135,0.4776902887139108
0,Static,1st,Bal,STA,XGB,,<65,0.6979772900029642,0.48366013071895425,0.24666666666666667,0.7591788393209633,0.1648456530014292,0.32671081677704195
0,Static,1st,Bal,NoF,XGB,,,0.7048866237155484,0.5648148148148148,0.3982589771490751,0.6825899645210339,0.2041716170524796,0.4671346522016592
0,Static,1st,Bal,NoF,XGB,,>65,0.6542668266667192,0.5708180708180708,0.41909457642312864,0.6269826460160478,0.23011328300342662,0.4833290255880072
0,Static,1st,Bal,NoF,XGB,,<65,0.7008593289134244,0.4477124183006536,0.23909249563699825,0.7611527832609554,0.16404933071713962,0.3117178612059158
0,Static,1st,Unbal,XGB,LSTM,,,0.7074138417727299,0.14609053497942387,0.5657370517928287,0.7620375063355297,0.17129918691486698,0.23221586263287
0,Static,1st,Unbal,XGB,LSTM,,>65,0.6591230218615329,0.0927960927960928,0.7037037037037037,0.7107669341295018,0.2002106463527741,0.1639697950377562
0,Static,1st,Unbal,XGB,LSTM,,<65,0.6805441829478387,0.08823529411764706,0.36486486486486486,0.8712988551125148,0.10215383462690646,0.14210526315789473
0,Static,1st,Unbal,RFT,LSTM,,,0.7094262673624083,0.08024691358024691,0.6610169491525424,0.7633046122655854,0.17014277907890243,0.14311926605504585
0,Static,1st,Unbal,RFT,LSTM,,>65,0.6626341796994847,0.08669108669108669,0.6859903381642513,0.7087143123717111,0.20009880872816496,0.15392953929539294
0,Static,1st,Unbal,RFT,LSTM,,<65,0.6955120021365827,0.0784313725490196,0.39344262295081966,0.8740623766285037,0.1016533950235529,0.1307901907356948
0,Static,1st,Unbal,STA,LSTM,,,0.7098735595324084,0.07767489711934156,0.6863636363636364,0.7640648758236188,0.16997877796606317,0.1395563770794824
0,Static,1st,Unbal,STA,LSTM,,>65,0.6533326179926555,0.10866910866910867,0.6544117647058824,0.7100205262175779,0.20365859467814487,0.18638743455497384
0,Static,1st,Unbal,STA,LSTM,,<65,0.6784354813621303,0.03594771241830065,0.4782608695652174,0.8787998420844848,0.10438647534501753,0.0668693009118541
0,Static,1st,Unbal,NoF,LSTM,,,0.7105403465839747,0.147119341563786,0.5860655737704918,0.76431829700963,0.17164853010675343,0.23519736842105263
0,Static,1st,Unbal,NoF,LSTM,,>65,0.6511600167875363,0.17155067155067155,0.5817805383022774,0.7090875163276731,0.2029163171394696,0.26496935407826494
0,Static,1st,Unbal,NoF,LSTM,,<65,0.6869759428992372,0.13398692810457516,0.4880952380952381,0.8784050532964863,0.1030710007500706,0.21025641025641023
0,Static,1st,Unbal,XGB,SVM,,,0.6627327960292355,0.02880658436213992,0.7088607594936709,0.7578560567663457,0.17480303494313926,0.05536332179930796
0,Static,1st,Unbal,XGB,SVM,,>65,0.6276970066274017,0.03296703296703297,0.6923076923076923,0.6999440194066057,0.20655281219461696,0.06293706293706294
0,Static,1st,Unbal,XGB,SVM,,<65,0.6603024086449427,0.0392156862745098,0.5714285714285714,0.8803789972364785,0.10166734432316796,0.07339449541284403
0,Static,1st,Unbal,RFT,SVM,,,0.6593678132290551,0.027777777777777776,0.7012987012987013,0.7576026355803345,0.17485394950594463,0.05343889163780306
0,Static,1st,Unbal,RFT,SVM,,>65,0.626207998755701,0.040293040293040296,0.673469387755102,0.7006904273185296,0.20582958133329984,0.07603686635944702
0,Static,1st,Unbal,RFT,SVM,,<65,0.647821888821387,0.029411764705882353,0.45,0.8784050532964863,0.10224135805143628,0.05521472392638037
0,Static,1st,Unbal,STA,SVM,,,0.6527196609297035,0.044238683127572016,0.6935483870967742,0.7597567156614293,0.17701716223902061,0.08317214700193423
0,Static,1st,Unbal,STA,SVM,,>65,0.6212865041137011,0.05616605616605617,0.7022900763358778,0.704235864900168,0.2068292140219896,0.10401356698699829
0,Static,1st,Unbal,STA,SVM,,<65,0.5943559582192404,0.03594771241830065,0.6111111111111112,0.8807737860244769,0.1024814409588136,0.06790123456790123
0,Static,1st,Unbal,NoF,SVM,,,0.6618932151347343,0.029835390946502057,0.7341772151898734,0.758362899138368,0.17413483326373297,0.05734058329214039
0,Static,1st,Unbal,NoF,SVM,,>65,0.6311129224324601,0.04151404151404151,0.6938775510204082,0.7014368352304534,0.2060861509300774,0.07834101382488479
0,Static,1st,Unbal,NoF,SVM,,<65,0.6780935694139952,0.032679738562091505,0.45454545454545453,0.8784050532964863,0.10095077329127679,0.06097560975609757
0,Static,Pnt,Unbal,XGB,NN,,,0.724219210524131,0.20113168724279834,0.5199468085106383,0.757475924987329,0.16801314775855694,0.29005934718100895
0,Static,Pnt,Unbal,XGB,NN,,>65,0.6746765954640181,0.24114774114774115,0.5501392757660167,0.7077813024818063,0.20013335685273978,0.3353140916808149
0,Static,Pnt,Unbal,XGB,NN,,<65,0.6667488429288793,0.08496732026143791,0.41935483870967744,0.875246742992499,0.10286156958284987,0.14130434782608697
0,Static,Pnt,Unbal,RFT,NN,,,0.7230726135423324,0.14300411522633744,0.5965665236051502,0.7650785605676634,0.16559863101815123,0.23070539419087138
0,Static,Pnt,Unbal,RFT,NN,,>65,0.6791696240097208,0.1684981684981685,0.5986984815618221,0.7113267400634447,0.1973285645715928,0.2629823725583611
0,Static,Pnt,Unbal,RFT,NN,,<65,0.6980579988319231,0.0718954248366013,0.44,0.8768258981444927,0.10156036639196368,0.12359550561797752
0,Static,Pnt,Unbal,STA,NN,,,0.7207591824619959,0.12602880658436214,0.6363636363636364,0.766979219462747,0.16691989187916437,0.210390725633319
0,Static,Pnt,Unbal,STA,NN,,>65,0.6662255672602353,0.14652014652014653,0.5673758865248227,0.7049822728120918,0.2028789690245417,0.2328966521106259
0,Static,Pnt,Unbal,STA,NN,,<65,0.7203908655214818,0.0915032679738562,0.5957446808510638,0.882747729964469,0.10028310616157395,0.15864022662889518
0,Static,Pnt,Unbal,NoF,NN,,,0.723325923435204,0.2397119341563786,0.5235955056179775,0.7589964521033958,0.1655954407643904,0.328863796753705
0,Static,Pnt,Unbal,NoF,NN,,>65,0.6741681457483661,0.24358974358974358,0.5488308115543329,0.7075947005038253,0.20140870424178556,0.33742071881606767
0,Static,Pnt,Unbal,NoF,NN,,<65,0.675948181996942,0.10457516339869281,0.3902439024390244,0.8720884326885117,0.10332617381544473,0.16494845360824742
0,Static,Pnt,Bal,XGB,NN,,,0.7216315405669437,0.6435185185185185,0.3870668316831683,0.6611758743030918,0.20095916988610155,0.48338485316846985
0,Static,Pnt,Bal,XGB,NN,,>65,0.6715674065848749,0.6471306471306472,0.4165029469548134,0.6150401194252659,0.22998945933096165,0.5068132918957685
0,Static,Pnt,Bal,XGB,NN,,<65,0.694797362141983,0.4869281045751634,0.2442622950819672,0.7560205290169759,0.16874604841027216,0.32532751091703055
0,Static,Pnt,Bal,RFT,NN,,,0.724151018359389,0.6147119341563786,0.4103708791208791,0.6875316776482514,0.1981286117793242,0.4921746293245469
0,Static,Pnt,Bal,RFT,NN,,>65,0.6750427153544596,0.5903540903540904,0.4355855855855856,0.6409777943646202,0.22221817439339206,0.5012960082944531
0,Static,Pnt,Bal,RFT,NN,,<65,0.6964100712879074,0.5032679738562091,0.22814814814814816,0.7343071456770628,0.17662404269766022,0.31396534148827726
0,Static,Pnt,Bal,STA,NN,,,0.7122733875342128,0.6352880658436214,0.3831833695314924,0.6582615306639635,0.20420178756316695,0.47803367524675827
0,Static,Pnt,Bal,STA,NN,,>65,0.6614999709597935,0.5805860805860806,0.42703188145487203,0.6337003172233626,0.2248129787415872,0.49210866752910737
0,Static,Pnt,Bal,STA,NN,,<65,0.7099354035881678,0.4444444444444444,0.256120527306968,0.7769443347808922,0.15291632081476764,0.32497013142174436
0,Static,Pnt,Bal,NoF,NN,,,0.7203860498116736,0.6352880658436214,0.39596024366784227,0.6714394323365434,0.20369427255219558,0.4878530515504641
0,Static,Pnt,Bal,NoF,NN,,>65,0.6722080958845269,0.6239316239316239,0.42406639004149377,0.626049636126143,0.2238415007668691,0.5049407114624506
0,Static,Pnt,Bal,NoF,NN,,<65,0.6965083893159119,0.5261437908496732,0.2181571815718157,0.7149624950651402,0.18613163967939558,0.30842911877394635
0,Static,Pnt,Unbal,XGB,LSTM,,,0.7245005842818834,0.16358024691358025,0.5771324863883848,0.7644450076026356,0.16569937110541427,0.25490981963927856
0,Static,Pnt,Unbal,XGB,LSTM,,>65,0.6699395143361819,0.23382173382173382,0.5794251134644478,0.7139391677551782,0.19782541226747424,0.33318834275772075
0,Static,Pnt,Unbal,XGB,LSTM,,<65,0.699785167771644,0.13071895424836602,0.47619047619047616,0.8776154757204896,0.10011761605546657,0.20512820512820515
0,Static,Pnt,Unbal,RFT,LSTM,,,0.7202838264271145,0.1404320987654321,0.582089552238806,0.7634313228585909,0.16755611890281524,0.22627434728553672
0,Static,Pnt,Unbal,RFT,LSTM,,>65,0.673249851763692,0.14713064713064714,0.5724465558194775,0.7057286807240156,0.1981572554787448,0.2340942204953861
0,Static,Pnt,Unbal,RFT,LSTM,,<65,0.7062242648893114,0.08823529411764706,0.4909090909090909,0.8787998420844848,0.10034939454969559,0.14958448753462605
0,Static,Pnt,Unbal,STA,LSTM,,,0.7170661248654318,0.15895061728395063,0.5930902111324377,0.7659655347187024,0.16690170482764252,0.25070993914807305
0,Static,Pnt,Unbal,STA,LSTM,,>65,0.6637204803020444,0.11294261294261294,0.622895622895623,0.7079679044597873,0.20244787125010566,0.19121447028423771
0,Static,Pnt,Unbal,STA,LSTM,,<65,0.7004631219348988,0.11437908496732026,0.5737704918032787,0.882747729964469,0.10163996624570557,0.19073569482288827
0,Static,Pnt,Unbal,NoF,LSTM,,,0.7216471075798208,0.25102880658436216,0.5241675617615468,0.7593765838824126,0.16646872965826257,0.3394782608695653
0,Static,Pnt,Unbal,NoF,LSTM,,>65,0.6775692133122931,0.20207570207570208,0.5716753022452504,0.7098339242395969,0.19664495042131505,0.2986017140279657
0,Static,Pnt,Unbal,NoF,LSTM,,<65,0.7056123452224775,0.013071895424836602,0.5,0.8791946308724832,0.10272695357846302,0.02547770700636943
0,Static,1st,Unbal,XGB,GRU,,,0.7118251008050568,0.1337448559670782,0.6018518518518519,0.7648251393816523,0.17006801359986837,0.21885521885521886
0,Static,1st,Unbal,XGB,GRU,,>65,0.6492318783369576,0.15018315018315018,0.5382932166301969,0.7008770292965105,0.20630605366062904,0.2348448687350835
0,Static,1st,Unbal,XGB,GRU,,<65,0.6824555147609112,0.0,0.0,0.8791946308724832,0.10250376735852754,0.0
0,Static,1st,Unbal,RFT,GRU,,,0.7113794518197492,0.09722222222222222,0.6406779661016949,0.7641915864166244,0.16991425285553938,0.16882536846806612
0,Static,1st,Unbal,RFT,GRU,,>65,0.653665677987097,0.10744810744810745,0.6132404181184669,0.7064750886359396,0.20489290156040516,0.18285714285714288
0,Static,1st,Unbal,RFT,GRU,,<65,0.6897163745007059,0.09477124183006536,0.4461538461538462,0.8764311093564943,0.1012694469206751,0.1563342318059299
0,Static,1st,Unbal,STA,GRU,,,0.707043390107959,0.09773662551440329,0.6375838926174496,0.7640648758236188,0.17153200093705828,0.1694915254237288
0,Static,1st,Unbal,STA,GRU,,>65,0.6538005426745013,0.12759462759462759,0.6411042944785276,0.7115133420414257,0.2036632733662915,0.21283095723014256
0,Static,1st,Unbal,STA,GRU,,<65,0.6903950623805877,0.08823529411764706,0.54,0.8807737860244769,0.10355871732843912,0.15168539325842698
0,Static,1st,Unbal,NoF,GRU,,,0.706265904298156,0.17335390946502058,0.5409309791332263,0.7601368474404461,0.17055584399996987,0.2625633034670822
0,Static,1st,Unbal,NoF,GRU,,>65,0.6623272066701252,0.17765567765567766,0.5866935483870968,0.7103937301735398,0.19956415697841876,0.2727272727272727
0,Static,1st,Unbal,NoF,GRU,,<65,0.6896833572524954,0.11437908496732026,0.38461538461538464,0.8709040663245163,0.10346638139049642,0.17632241813602018
0,Static,Pnt,Bal,XGB,XGB,,,0.7175232329018849,0.5925925925925926,0.4022346368715084,0.6827166751140396,0.20510170103427483,0.47920133111480867
0,Static,Pnt,Bal,XGB,XGB,,>65,0.6705895555667123,0.6117216117216118,0.4243964421855146,0.6277290539279716,0.2318975201325712,0.5011252813203301
0,Static,Pnt,Bal,XGB,XGB,,<65,0.684174612817736,0.545751633986928,0.22266666666666668,0.7149624950651402,0.21131310770269118,0.3162878787878788
0,Static,Pnt,Bal,RFT,XGB,,,0.7108780642800013,0.6059670781893004,0.39636608344549124,0.6756208819057273,0.2049721982271169,0.4792514239218877
0,Static,Pnt,Bal,RFT,XGB,,>65,0.6588474680385457,0.6141636141636142,0.41128372853638595,0.6133607016234373,0.24056128310390218,0.4926542605288932
0,Static,Pnt,Bal,RFT,XGB,,<65,0.6957189102253685,0.5849673202614379,0.22544080604534006,0.7070667193051717,0.20639994888977958,0.32545454545454544
0,Static,Pnt,Bal,STA,XGB,,,0.7017309739968617,0.5776748971193416,0.38804422944022116,0.6715661429295489,0.2077520330813524,0.46424142207523766
0,Static,Pnt,Bal,STA,XGB,,>65,0.6505408205220082,0.594017094017094,0.4161676646706587,0.6211979846986379,0.2355471396560295,0.4894366197183098
0,Static,Pnt,Bal,STA,XGB,,<65,0.6893788648523321,0.477124183006536,0.24013157894736842,0.7544413738649822,0.17128246753522702,0.31947483588621445
0,Static,Pnt,Bal,NoF,XGB,,,0.7198679709747856,0.5972222222222222,0.4024263431542461,0.6823365433350228,0.20138720282596762,0.4808448954234831
0,Static,Pnt,Bal,NoF,XGB,,>65,0.6680743783673105,0.615995115995116,0.42573839662447255,0.6286620638178765,0.23337283774012518,0.5034930139720559
0,Static,Pnt,Bal,NoF,XGB,,<65,0.7057943069459487,0.5686274509803921,0.2283464566929134,0.7157520726411369,0.19624355968587823,0.3258426966292135
0,Static,Pnt,Unbal,XGB,SVM,,,0.6868007816716065,0.05401234567901234,0.660377358490566,0.7601368474404461,0.17122993104515366,0.09985734664764621
0,Static,Pnt,Unbal,XGB,SVM,,>65,0.6540671547390171,0.06593406593406594,0.6545454545454545,0.703862660944206,0.20178241994978946,0.11980033277870217
0,Static,Pnt,Unbal,XGB,SVM,,<65,0.6746260246352693,0.032679738562091505,0.5263157894736842,0.8795894196604817,0.10059370497691135,0.06153846153846154
0,Static,Pnt,Unbal,RFT,SVM,,,0.6843894513769541,0.053497942386831275,0.6459627329192547,0.7596300050684237,0.17161636974295794,0.098812351543943
0,Static,Pnt,Unbal,RFT,SVM,,>65,0.6521734707706222,0.07264957264957266,0.6574585635359116,0.7049822728120918,0.2024823695323297,0.13084112149532712
0,Static,Pnt,Unbal,RFT,SVM,,<65,0.6768623929140584,0.029411764705882353,0.42857142857142855,0.878010264508488,0.10140070232787929,0.055045871559633024
0,Static,Pnt,Unbal,STA,SVM,,,0.6670709765844451,0.06944444444444445,0.6958762886597938,0.7633046122655854,0.17425581037030444,0.1262862488306829
0,Static,Pnt,Unbal,STA,SVM,,>65,0.6336060323563684,0.07997557997557997,0.6822916666666666,0.7074080985258444,0.2040036501693574,0.1431693989071038
0,Static,Pnt,Unbal,STA,SVM,,<65,0.6344755833780901,0.0392156862745098,0.6,0.8807737860244769,0.10082943017956107,0.0736196319018405
0,Static,Pnt,Unbal,NoF,SVM,,,0.6906067433532315,0.05915637860082305,0.696969696969697,0.7619107957425241,0.17036563975068347,0.10905642484589853
0,Static,Pnt,Unbal,NoF,SVM,,>65,0.658132045326348,0.07020757020757021,0.6534090909090909,0.7044224668781489,0.20160625460934678,0.12679162072767364
0,Static,Pnt,Unbal,NoF,SVM,,<65,0.6828473194396752,0.032679738562091505,0.5555555555555556,0.87998420844848,0.10008606815140733,0.0617283950617284
0,Static,1st,Bal,XGB,NN,,,0.708771069087095,0.6136831275720165,0.3878413524057217,0.6662442980233148,0.20463633573215462,0.4752988047808765
0,Static,1st,Bal,XGB,NN,,>65,0.6620471409506615,0.5561660561660562,0.4274988268418583,0.636685948871058,0.22132282948598156,0.4834173520827806
0,Static,1st,Bal,XGB,NN,,<65,0.6875805253998023,0.4934640522875817,0.2298325722983257,0.7390446111330439,0.1753703982325871,0.31360332294911736
0,Static,1st,Bal,RFT,NN,,,0.7081526262588524,0.6044238683127572,0.38971807628524047,0.6694120628484541,0.20195177303466788,0.4738858640855011
0,Static,1st,Bal,RFT,NN,,>65,0.6630375432444768,0.5921855921855922,0.42977403633141337,0.6351931330472103,0.22307877756669636,0.4980744544287548
0,Static,1st,Bal,RFT,NN,,<65,0.6881924450666362,0.42483660130718953,0.23636363636363636,0.7647058823529411,0.1633553385140088,0.3037383177570093
0,Static,1st,Bal,STA,NN,,,0.7046170117008587,0.5869341563786008,0.38314304902619206,0.6654840344652813,0.20654659181592866,0.4636326696464852
0,Static,1st,Bal,STA,NN,,>65,0.6462052981805737,0.49511599511599513,0.4339218833600856,0.6482552715058779,0.2180742314929038,0.4625035642999715
0,Static,1st,Bal,STA,NN,,<65,0.6918280109529219,0.4477124183006536,0.22909698996655517,0.7512830635609948,0.1702455736703127,0.30309734513274333
0,Static,1st,Bal,NoF,NN,,,0.7142180101344713,0.6059670781893004,0.39864636209813875,0.6777749619868221,0.2006765582658294,0.48091447234129414
0,Static,1st,Bal,NoF,NN,,>65,0.6652310632423505,0.6013431013431013,0.420221843003413,0.6245568203022952,0.22668181758920658,0.4947262682069312
0,Static,1st,Bal,NoF,NN,,<65,0.691134648740502,0.5261437908496732,0.23435225618631733,0.7350967232530596,0.18442374579049686,0.32426988922457206
0,Static,1st,Unbal,XGB,NN,,,0.7113670846928525,0.1934156378600823,0.5318246110325319,0.7593765838824126,0.1701536282237938,0.28366654092795174
0,Static,1st,Unbal,XGB,NN,,>65,0.6559852849828662,0.19047619047619047,0.5799256505576208,0.7103937301735398,0.20338020115904648,0.2867647058823529
0,Static,1st,Unbal,XGB,NN,,<65,0.6826690262993388,0.058823529411764705,0.4,0.8756415317804974,0.10268073379716823,0.10256410256410256
0,Static,1st,Unbal,RFT,NN,,,0.7116827923623392,0.051440329218107,0.7575757575757576,0.7622909275215408,0.16906983999152073,0.09633911368015415
0,Static,1st,Unbal,RFT,NN,,>65,0.6564072703551338,0.11477411477411477,0.6550522648083623,0.7109535361074827,0.20184573938537306,0.19532467532467532
0,Static,1st,Unbal,RFT,NN,,<65,0.6927928483172943,0.049019607843137254,0.45454545454545453,0.878010264508488,0.10188051089348152,0.08849557522123894
0,Static,1st,Unbal,STA,NN,,,0.7104465120896881,0.09465020576131687,0.6715328467153284,0.7655854029396858,0.1704367353812391,0.1659152389540126
0,Static,1st,Unbal,STA,NN,,>65,0.6536581308148093,0.1282051282051282,0.6231454005934718,0.7098339242395969,0.20272568918760528,0.21265822784810126
0,Static,1st,Unbal,STA,NN,,<65,0.6957475251738177,0.0718954248366013,0.55,0.8807737860244769,0.10226973598780417,0.12716763005780346
0,Static,1st,Unbal,NoF,NN,,,0.7089280797086408,0.18261316872427982,0.5538221528861155,0.7624176381145463,0.16938152084114472,0.27466150870406186
0,Static,1st,Unbal,NoF,NN,,>65,0.6518941433614909,0.16971916971916973,0.5743801652892562,0.7077813024818063,0.20242705628839985,0.26201696512723843
0,Static,1st,Unbal,NoF,NN,,<65,0.6876627016620149,0.0784313725490196,0.39344262295081966,0.8740623766285037,0.1034520858211435,0.1307901907356948
0,TS,3d,Unbal,,GRU,,,0.7545842258420716,0.1183127572016461,0.7348242811501597,0.7723010643689813,0.168608201811897,0.203810367744794
1,TS,3d,Bal,,GRU,,,0.7647049462972649,0.6831275720164609,0.42921784098254684,0.6981753674607197,0.18262145425401294,0.5271933306867804
2,TS,3d,Unbal,,LSTM,,,0.7543254242529909,0.1527777777777778,0.6644295302013423,0.7723010643689813,0.16402212761728524,0.24843161856963616
3,TS,3d,Bal,,LSTM,,,0.7410476703446329,0.9068930041152263,0.30973295853829935,0.47921946274708566,0.2836454431192398,0.4617600838135149
0,Static,1st,Bal,,XGB,3 - 5,,0.6056451612903225,0.9032258064516129,0.08832807570977919,0.2895377128953771,0.6192772309307287,0.16091954022988508
0,Static,1st,Bal,,XGB,0 - 1,,0.609603288593928,0.9180327868852459,0.17337461300309598,0.30612244897959184,0.6190427459223639,0.29166666666666674
0,Static,1st,Bal,,XGB,   2  ,,0.6046164648060383,0.8333333333333334,0.24324324324324326,0.4377358490566038,0.5072927801687497,0.37656903765690375
0,Static,1st,Unbal,,LSTM,3 - 5,,0.7113752122241086,0.0967741935483871,0.23076923076923078,0.9075425790754258,0.0807491458455208,0.13636363636363635
0,Static,1st,Unbal,,LSTM,0 - 1,,0.6302312911693329,0.18032786885245902,0.3055555555555556,0.8086734693877551,0.1634470895863613,0.22680412371134023
0,Static,1st,Unbal,,LSTM,   2  ,,0.5904862208179743,0.25925925925925924,0.2692307692307692,0.7056603773584905,0.2540451732766961,0.2641509433962264
0,Static,1st,Bal,,SVM,3 - 5,,0.6382003395585738,1.0,0.08493150684931507,0.1873479318734793,0.27020999001984564,0.15656565656565657
0,Static,1st,Bal,,SVM,0 - 1,,0.6572482789361597,0.9672131147540983,0.16809116809116809,0.25,0.2709721168175867,0.28640776699029125
0,Static,1st,Bal,,SVM,   2  ,,0.5630156222573285,0.9259259259259259,0.21739130434782608,0.30566037735849055,0.2409531722753145,0.35211267605633806
0,Static,1st,Bal,,RF,3 - 5,,0.6467317487266554,0.5806451612903226,0.10843373493975904,0.6082725060827251,0.24068686131386863,0.18274111675126903
0,Static,1st,Bal,,RF,0 - 1,,0.6106681194591649,0.6721311475409836,0.18981481481481483,0.5025510204081632,0.2823548469387755,0.296028880866426
0,Static,1st,Bal,,RF,   2  ,,0.5886431455151834,0.5925925925925926,0.24806201550387597,0.5509433962264151,0.25569698113207545,0.3497267759562841
0,Static,Pnt,Bal,,LSTM,3 - 5,,0.6609507640067912,0.06451612903225806,0.125,0.8953771289537713,0.09704615330114777,0.0851063829787234
0,Static,Pnt,Bal,,LSTM,0 - 1,,0.6329552771036601,0.26229508196721313,0.3333333333333333,0.8035714285714286,0.18371692030683764,0.29357798165137616
0,Static,Pnt,Bal,,LSTM,   2  ,,0.6800947867298578,0.3888888888888889,0.3620689655172414,0.7358490566037735,0.23159351381577742,0.375
0,Static,1st,Bal,,LSTM,3 - 5,,0.7268251273344651,0.6774193548387096,0.13125,0.6374695863746959,0.23478552453470747,0.2198952879581152
